Test Evaluation: 
F1-score: 0.9700923192277052
OOV: 0.8688582537999293
F1-score: 0.976048296518158
OOV: 0.8441145281018028
F1-score: 0.9178334081399221
OOV: 0.744079179922234
F1-score: 0.919440703898373
OOV: 0.7557440791799223
F1-score: 0.9766315149531181
OOV: 0.8112407211028632
F1-score: 0.9765315452605913
OOV: 0.8409331919406151
